@relation veh-prime-edited

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute Class {noncar,car}

@data
-0.002,0.889,1.547168,-0.839588,1.147309,-0.621723,0.052612,0.479117,-0.49038,0.699319,0.971515,0.001738,0.186868,1.688938,-1.398961,-0.042789,1.704097,0.076575,0.040395,2.002002,1.190594,-0.599423,1.764734,-0.063056,0.038619,0.9204,-0.166041,0.190666,-0.195686,-0.931664,0.00727,-0.27874,-0.42889,0.178459,0.369849,-0.056133,car
0.001,-0.568,0.072633,-0.016472,-0.183231,0.491488,0.847769,-0.624925,0.230605,0.21813,0.491109,-0.023689,0.670349,-0.261933,0.196971,0.301879,-0.267093,-0.378695,-0.429378,0.878688,-0.6643,-0.008855,-0.419324,-0.695149,0.014412,-0.022622,0.098487,0.165832,-0.2369,0.810222,-0.755796,-0.372197,-0.593695,0.279526,-0.293498,0.002706,noncar
-0.998,0.039,0.032334,-0.064902,0.489975,-0.060781,0.45908,1.337052,1.092423,-0.052931,-0.726609,-0.202729,-0.867603,0.481643,-0.75778,0.326562,0.59949,0.213079,-0.612424,-0.259698,0.479228,-0.147944,0.520657,0.478477,-0.718151,0.226247,-0.293114,-0.883783,-0.44772,0.052498,-0.049387,0.06215,0.962832,0.406035,0.332799,0.025304,noncar
0.318,-0.932,-0.467544,0.824644,-1.189796,-0.358599,-0.46132,-1.451563,-1.003155,-0.041243,-0.601726,0.00013,0.015463,-0.535166,0.682523,0.304325,-0.624979,0.37202,-0.308902,-0.364004,-0.622516,0.949084,-0.705378,-0.07805,0.206996,-0.1107,1.915739,0.078654,-1.015606,0.230352,0.898318,-1.027648,-1.573391,0.879069,-1.857504,0.002729,noncar
0,1.253,1.677238,-0.987215,1.051636,0.152353,0.008629,1.011584,0.529801,0.009193,0.362392,0.001508,-0.684123,1.395856,-1.247413,-0.948921,1.257187,-0.615487,0.48487,1.761947,1.222254,-0.066629,1.189322,-0.048102,-0.002592,1.383085,0.118085,-0.013934,-1.108733,0.164815,-0.75015,-1.353341,-0.687584,-0.129629,-0.239277,0.038604,car
0.053,1.253,1.395623,0.970065,0.51998,-0.692911,0.902797,1.242206,0.767191,0.814756,0.488856,-0.026708,0.011015,1.418571,-1.293752,-0.428619,1.333769,-0.633967,0.082555,1.444725,1.142634,0.378457,1.462472,-0.79197,-0.104287,0.638797,0.215052,-0.049765,-0.502811,0.102636,0.540572,1.025535,-0.394368,0.026673,0.066735,0.84956,car
0,0.039,0.134672,0.006822,-0.165326,-0.055681,0.119427,0.348491,-0.044073,0.101284,-0.144415,0.330521,-0.232377,-0.00807,-0.155592,-0.5404,-0.298957,0.024285,0.023521,-0.02739,0.022351,-0.143656,-0.075778,0.027314,-0.007609,0.491976,-0.716425,-1.02595,1.103595,-0.048743,-0.123235,0.291843,0.303436,0.102918,0.34529,0.024798,car
0.021,-0.932,-1.034823,0.049345,-0.385952,-0.032043,-0.999113,-0.725253,-0.312556,0.05929,-0.160771,-0.156515,-0.035592,-0.864334,0.787585,-0.266887,-0.990618,0.128662,-0.683897,-1.135418,-0.725528,-0.584224,-0.680459,-0.457287,-0.339687,-1.145787,-0.151473,-0.128832,-0.280704,0.019186,-0.024522,-0.317139,-0.006333,-0.772154,0.010909,0.019905,noncar
0.779,-0.447,0.443486,-0.065418,-0.304039,0.022962,0.132052,-0.796555,-0.203191,0.222902,0.540025,-0.00749,0.026148,-0.224459,0.255196,-0.008405,-0.224734,-0.792336,0.311151,0.724021,-0.584686,0.012933,-0.251102,0.013818,-0.002524,0.263434,0.331829,-0.278621,-0.989927,0.054954,-0.002043,-1.179488,-0.756976,0.58081,-0.291926,0.171045,noncar
-0.248,-1.297,0.202172,0.259449,-0.674908,0.331635,0.008228,-0.41915,1.022332,0.187091,-0.626656,0.148068,-0.831439,-0.509662,0.397935,0.001202,-0.617486,-0.046193,-0.194175,0.035425,-0.44412,0.909987,-0.624372,-0.380064,-0.714265,0.747697,1.050661,0.000257,-0.784423,0.008791,0.084261,-0.134235,-1.240265,0.014696,-1.310179,-0.018375,noncar
-0.835,1.253,1.927256,-0.072105,1.395351,0.019522,-0.04213,1.556564,1.347658,0.134631,0.778338,-0.062854,-0.189634,1.548619,-1.324792,-0.95023,1.726778,-0.182069,-0.016732,1.901508,1.056906,-0.03099,1.576144,0.473733,-0.139263,1.370205,-0.052165,0.112003,1.004633,0.015531,0.056626,-0.116471,-0.438609,0.341281,-0.142112,-0.151743,car
-0.029,-0.082,0.001736,-0.123684,-0.123347,0.068748,0.633374,0.233957,0.27465,0.085912,-0.374675,1.003078,0.528667,-0.299415,-0.081861,0.423728,-0.2642,0.002406,-0.081115,-0.081452,-0.326484,0.523327,-0.346416,0.049566,0.001903,0.357294,-0.341478,-0.364459,0.880159,0.049787,0.762992,-0.11976,0.548902,-0.315073,0.491799,-0.226364,car
-0.034,-1.418,-1.018888,-0.680166,0.245413,-0.493876,0.003652,-0.881171,-1.055054,-0.118546,-0.228907,-0.011527,0.035064,-0.462928,0.569916,-0.004323,-0.649279,0.074098,-0.005276,-0.937931,-0.508701,-0.029673,-0.559394,0.077474,-0.161718,-1.239388,-0.190482,-0.431348,0.990024,0.39755,0.082348,0.719114,-0.908945,-0.59075,-0.91238,-0.064654,car
0,1.011,1.054302,0.670896,1.604667,0.683675,-0.946023,0.726717,-0.654683,-0.025121,0.298676,0.029316,0.025045,1.321447,-1.308415,0.861273,1.28199,0.847142,-0.483318,0.875009,1.049705,0.165835,1.211777,0.444784,0.361036,0.229945,-0.857294,0.044838,0.11634,0.101452,0.039202,0.963925,0.391695,-0.109569,0.708257,0.561061,car
-0.026,1.739,1.385809,-0.088337,1.761469,-0.19845,-0.773384,0.568247,-0.526903,0.058078,0.49082,0.161348,0.049869,1.544582,-1.234713,-0.070057,1.702312,0.0836,0.037086,1.840411,1.291767,0.044456,1.540033,-0.041477,-0.125628,1.228527,-0.280987,-0.045055,1.121124,0.059899,-0.439721,1.114068,0.001349,0.019805,0.674001,0.936509,car
0.02,0.403,-0.037907,0.519214,-0.379074,-0.06742,0.719591,0.219235,-0.245759,0.017246,0.118039,0.459681,-0.028498,-0.34185,0.128083,0.072707,-0.314071,0.471269,0.000208,0.059788,-0.219459,0.337829,-0.360061,0.769842,-0.426167,-0.223582,-1.315874,0.850369,2.009457,0.565803,0.030418,-0.151851,1.512665,-0.196548,1.372831,-0.066272,car
-0.047,-1.054,-0.347503,0.017384,-1.050949,-0.413781,-0.037164,-1.111952,-0.527789,-0.207761,-0.59959,0.009236,-0.048297,-0.610482,0.50656,-0.017034,-0.635018,-0.011926,-0.179329,-0.298325,-0.514884,0.020287,-0.570397,0.11068,-0.100735,-0.241303,1.794488,-0.184074,-0.489421,-0.69813,0.347125,-0.347825,-1.499075,-0.006392,-1.747169,-0.072558,noncar
0.207,1.011,1.539823,0.804548,0.928774,-0.470158,0.018993,0.216207,-0.71511,-0.013842,0.340659,0.612265,-0.358881,1.501682,-1.285009,0.018562,1.756429,-0.412548,-0.154539,1.54426,1.032437,0.032231,1.528838,-0.054028,-0.432635,1.463161,-0.119829,0.286692,-0.280495,0.475952,-0.044301,0.547686,-0.486348,-0.075255,0.081921,0.084852,car
-0.144,1.496,1.495961,-0.05477,1.488699,-0.002773,-0.01693,-0.219359,-1.82493,0.142531,-0.797439,0.724651,0.616484,2.29682,-1.725339,-0.300921,2.544419,-0.076603,0.24283,1.153509,2.559851,-0.061942,2.607356,0.851451,-0.780708,2.159846,1.542119,0.14825,1.139901,-0.021159,-0.000641,-1.355619,-1.302052,-0.30421,-1.957238,-0.082954,noncar
0,0.039,0.055963,0.091583,-0.65278,-0.208137,0.144677,0.337194,0.843283,0.195471,-0.533615,0.452444,0.089096,-0.386007,0.03318,-0.45162,-0.618538,-0.269787,0.071444,-0.342361,-0.248063,0.261225,-0.38733,-0.059807,-0.252823,0.48831,-0.397136,-0.711489,-0.243506,-0.647832,-0.014328,-0.840254,0.698451,-0.485213,0.301513,0.096146,noncar
-0.048,1.496,1.642117,-0.081273,1.016972,-0.12698,0.458936,1.701928,0.819749,0.291549,0.531816,-0.173264,0.234328,1.331364,-1.213372,-0.042184,1.363916,0.10798,0.630582,1.503786,0.974848,0.024469,1.334052,-0.060922,-0.591042,1.16079,-0.569818,-0.816759,-0.879505,-0.666177,0.084,1.855119,0.034974,-0.08948,0.693142,-0.250638,car
0,0.039,-0.290198,-0.492657,-0.013804,0.063422,-0.185297,-0.992162,-0.896556,0.276656,0.338289,-0.414067,0.554198,-0.461672,0.198787,-0.537057,-0.615938,-0.93182,-0.200316,0.227374,-0.351635,-0.768923,-0.458616,-0.036859,0.000718,-0.450876,0.31576,0.067616,-1.086785,-0.028532,0.44682,-0.716345,-0.432233,0.418777,0.123936,0.022956,noncar
-0.023,-0.69,-1.411298,1.034989,-1.822756,0.033444,0.137241,-1.735326,-0.600184,0.006025,-1.244156,0.093829,-0.508866,-1.581633,2.023458,0.054795,-1.393446,0.026466,0.270331,-1.296655,-1.585533,0.664317,-1.347486,-0.014831,0.049174,-1.168286,2.107206,0.054278,0.276095,-0.164117,-0.32455,0.107113,-1.52671,0.097021,-1.712185,-0.48015,noncar
0.43,1.011,1.558314,-0.297788,0.924391,-0.609341,0.011827,-0.044662,-1.120611,-0.125878,0.278049,-0.610729,-0.440591,1.421069,-1.314719,-0.04514,1.327996,-0.013746,0.964102,1.828327,1.250954,0.116213,1.448732,-0.013956,-0.067275,1.46149,-0.016227,-0.015239,-1.258454,0.610511,-0.023908,2.049763,-0.282677,-0.569328,0.310201,-0.413235,car
-0.015,0.889,1.817343,0.397765,1.096782,-0.155882,0.571101,1.123233,0.025567,-0.038381,0.817963,0.072009,-0.035731,1.727033,-1.422333,-0.106003,1.697156,0.347726,-0.925369,2.023223,1.407825,0.250912,1.850764,0.072615,0.036195,0.861307,0.045926,0.163304,-1.258889,-0.091098,0.011649,-0.197895,-0.439343,-0.233429,0.161112,-0.451755,car
0.003,1.375,1.407561,-0.020813,0.899826,0.505675,-0.003228,0.386184,-0.602372,-0.038044,0.380107,-0.050257,-0.748051,1.494736,-1.356032,-0.518856,1.629512,0.113829,-0.393522,1.568803,1.386998,0.007067,1.502648,0.505458,-0.516324,1.287974,0.297294,0.04498,-0.396237,0.230998,0.055376,-0.043764,-0.294197,-0.744753,-0.136492,0.091486,car
0.001,-0.932,-1.378645,0.373299,-0.929207,0.00773,0.328414,-1.199104,-0.596455,-0.05153,-0.076934,0.193177,0.126242,-1.117403,1.463585,0.30177,-1.020838,-0.397003,0.364283,-1.428387,-1.381368,-0.06312,-1.147746,-0.073738,-0.591619,-1.107858,0.421199,-0.087269,-0.248601,-0.078698,-0.026574,1.696748,-1.027957,-0.65618,-1.252504,-0.233878,car
-0.017,-0.325,-0.945222,0.052069,-0.623087,-0.002707,-0.205269,-1.089682,-0.875434,0.30576,-0.369644,-0.06325,0.017925,-0.742572,0.62147,-0.636658,-0.638563,0.013919,0.18089,-1.211304,-0.670236,0.91559,-0.794974,-0.035933,0.032587,-0.73132,0.596953,-0.026162,0.563042,0.103902,0.184866,0.588053,-0.702286,-0.042752,-0.875179,0.002411,car
-0.527,0.403,0.128628,0.064812,0.752529,-0.001282,1.027903,1.154216,0.652093,0.101684,0.374752,0.052224,0.886824,0.857725,-0.989719,0.025738,0.535396,-0.485233,0.037191,-0.009473,1.07341,0.829652,0.7765,-0.667802,0.074907,0.62732,-0.334457,0.065931,-1.420736,0.013589,0.009678,0.201472,-0.137407,0.047888,0.154584,0.043787,car
0.19,2.589,1.310186,-0.362604,1.105517,-0.09202,-0.272279,1.10191,0.2604,0.785884,0.512558,-0.715642,0.274968,1.511687,-1.424527,0.693275,1.678585,0.011251,0.020138,1.212126,1.360584,0.13306,1.561385,0.188976,0.835799,1.207418,-0.132296,-0.002028,2.988489,-0.021888,0.673727,-0.167443,0.050978,-0.02114,0.477112,0.219074,car
0.008,0.889,0.945862,-0.262194,1.865004,0.503435,-0.132019,0.893059,-0.353023,0.17357,0.521683,0.189959,-0.416733,1.310207,-1.214036,0.129853,1.330571,0.045126,-0.189461,0.913964,1.0744,0.719696,1.313819,-0.058218,0.451522,0.627812,-1.016454,-0.149976,-1.258451,0.084781,0.98488,2.643216,0.120218,0.751944,1.446953,0.011394,car
0.002,-0.082,-1.493666,0.897318,-0.268717,-0.783636,0.042246,-0.192153,-0.282772,0.018698,-0.070078,-0.119372,0.07321,-0.561982,0.478098,-0.934794,-0.634248,-0.769617,0.093146,-1.558152,-0.473723,-0.848974,-0.746791,0.127274,0.373725,-1.149342,-0.853586,0.05521,-0.928101,0.018167,0.028674,2.234459,0.328426,0.074042,0.312893,-0.022836,car
0,0.16,0.166769,-0.627702,0.589998,-0.117397,-0.856309,-0.231337,0.157433,-0.126011,0.523446,-0.086365,-0.020229,-0.296884,0.153311,-0.14328,-0.217836,-0.079657,-0.437234,0.637647,-0.38707,-0.076253,-0.342429,0.045819,-0.871014,-0.082975,-0.296323,0.647928,0.096012,-0.091016,0.047758,0.972231,0.019131,-0.009053,0.626787,0.100094,noncar
-0.037,0.889,1.542896,0.117607,1.460297,0.100513,-0.056043,0.398834,-0.310855,0.012331,0.309056,0.104359,-0.052777,1.355059,-1.250748,-0.418129,1.283039,0.075993,0.892561,2.075318,1.050021,-0.004402,1.488226,-0.032301,-0.073298,1.509203,0.172217,0.48258,1.139804,-0.040282,0.083831,1.55137,-0.418194,0.260542,-0.180192,0.076284,car
-0.243,-0.932,-0.286838,-0.063202,-0.764288,0.029562,-0.493751,-1.326816,-0.71109,-0.636185,-0.574118,0.225064,0.013131,-0.627732,0.745123,0.172142,-0.643978,-0.097422,-0.014079,-0.278143,-0.739041,-0.017244,-0.69505,-0.473335,-0.018677,-0.092597,1.662999,0.339945,-0.057427,-0.029597,0.657085,-0.442622,-1.662304,-0.529804,-1.900899,-0.025829,noncar
0.088,-0.69,-1.153494,-0.04923,-0.223217,0.258721,0.226015,-0.475965,-0.77782,-1.105182,-0.374288,-0.017275,0.192642,-0.249055,-0.046862,-0.006218,-0.26455,-0.124576,0.181668,-1.330326,-0.166546,0.036189,-0.263152,-0.077284,-0.776369,-1.068591,-0.7362,-0.291994,-1.116292,0.515045,-0.075846,-0.325917,0.501828,0.056674,0.346052,0.522117,car
0.009,1.132,1.545438,-0.107783,1.576644,-0.372671,-0.409446,0.534902,-0.668934,0.272031,0.493769,0.094581,-0.044513,1.668858,-1.483097,-0.844179,1.637954,0.247975,-0.021065,1.708704,1.164858,0.038999,1.694832,0.799464,-0.442451,0.812996,-0.355464,0.463284,-1.270843,-0.369946,0.322296,1.802129,-0.313291,-0.097152,0.759241,0.896856,car
0.266,0.16,-1.267254,0.401457,-0.646951,0.148977,-0.009967,-0.030061,-0.005672,-0.68882,0.076312,-0.285693,0.008248,-0.434575,0.160983,-0.18359,-0.271749,-0.013456,-0.037388,-1.01487,-0.34037,0.613039,-0.458494,-0.662004,-0.055396,-1.524142,-1.248937,-0.00949,-0.238011,-0.108329,-0.953073,3.161483,1.182325,0.025908,1.69377,0.717074,car
0,-0.568,-1.20093,-0.324541,-0.53259,0.022501,0.467301,-0.844018,-0.424688,-0.214805,-0.333404,0.380484,0.38287,-1.032511,1.102606,-0.074858,-0.969815,0.076304,-0.039069,-1.036061,-0.747548,0.52113,-0.967176,0.019795,-0.974322,-1.40686,-0.04012,0.038793,0.154404,0.099567,-0.474516,-0.692941,-0.093512,0.472359,-0.322575,0.321941,noncar
0.531,-2.147,-1.13704,-0.333923,-1.478474,-0.945812,-0.679919,-1.325474,-0.407415,-0.933612,-0.79021,0.045425,-0.379023,-1.035159,1.214541,0.094736,-0.970669,-0.024409,0.916233,-1.412266,-1.112802,0.193213,-0.961334,0.842524,0.026041,-0.931477,1.987036,-0.131534,-1.312744,-0.702738,-0.194441,0.972501,-1.879075,-0.03144,-1.618759,-0.691613,car
-0.07,-0.204,-0.518408,-0.370412,-0.326759,0.736874,0.263319,0.038742,-0.169102,0.03056,-0.181943,0.014587,-0.618103,-0.611431,0.519644,-0.049589,-0.650098,-0.945109,0.756615,-0.304103,-0.449439,-0.26336,-0.712637,-0.219566,-0.064784,-0.42783,-1.367148,-0.051333,3.19333,-0.582253,0.320915,-0.219039,2.752696,0.069121,2.126289,-0.210176,car
-0.021,1.618,1.443107,-0.777298,1.616307,0.257115,-0.023589,1.69909,0.771748,0.259556,0.738543,0.048356,0.043119,1.486064,-1.208717,0.233557,1.754383,0.020862,-0.052646,1.507427,1.047011,0.039655,1.508645,-0.033375,-0.060266,1.546038,-0.624684,-0.607712,1.358042,-0.31593,-0.43845,1.40817,0.175936,0.452098,1.07289,-0.648154,car
-0,-1.054,-0.820187,-0.945894,-0.504521,0.043089,-0.470002,-1.007362,-0.81995,-0.909852,-0.352255,-0.429694,-0.49916,-0.587794,0.33273,0.313241,-0.608867,-0.307759,-0.030791,-0.946242,-0.485149,-0.201165,-0.595865,-0.198404,-0.08121,-0.469717,0.50095,-0.906474,0.128468,0.218355,0.040938,0.437303,-1.122712,0.527967,-1.200482,-0.033269,car
-0.012,-0.69,-1.050439,-0.863362,-0.331448,-0.13178,-0.04408,-0.432792,0.077942,0.393256,-0.119492,-0.068548,0.212291,-0.987388,0.923287,-0.106586,-1.003413,0.051335,-0.732485,-0.693051,-1.000929,0.872271,-0.912413,0.104335,-0.721491,-1.631474,-1.20909,-0.936181,-0.72423,0.209279,0.474698,-0.718802,2.035054,-0.034156,1.869311,0.018585,noncar
0,-0.568,-0.778187,0.361206,0.442776,0.01125,-0.337,0.086869,-0.407839,-0.190298,-0.100397,-0.055795,0.307992,0.204734,-0.56962,-0.02244,0.095253,0.027418,0.231998,-1.103034,0.439126,0.55085,0.132367,0.719148,0.777677,-0.701863,-0.244017,0.104915,0.182733,0.577812,-0.681039,0.522049,0.030958,-0.943102,-0.029818,0.374196,car
-0.498,-0.082,-0.831795,-0.481559,-0.586827,-0.881983,0.846462,-0.811185,-0.415771,0.12534,-0.543297,-0.045191,-0.37947,-1.030209,1.071735,-0.215015,-1.058692,-0.107263,0.568741,-0.756462,-0.6819,0.460575,-0.905527,0.538677,0.088495,-1.156098,-0.029103,-0.062703,-1.366965,0.071545,-0.042884,-1.368255,-0.340924,0.03634,-1.067361,-0.354016,noncar
-0.384,-0.568,-1.48068,-0.042505,-0.805842,-0.055698,0.484077,-0.244369,0.225432,0.018695,-0.599376,0.654935,-0.89004,-0.893303,0.819549,-0.003226,-1.038415,0.61696,-0.011732,-1.165178,-0.771063,0.459565,-0.843868,0.125067,-0.041012,-1.571908,-0.814152,-0.067612,-1.068114,-0.265067,0.420578,2.851676,0.638118,0.290908,1.031286,-0.012279,car
0.082,-0.447,-0.264405,0.050641,-0.052475,-0.316723,-0.031474,1.814871,4.535827,-0.415901,8.093576,0.006447,0.86928,-0.558532,0.481872,-0.870941,-0.593454,-0.177647,0.04732,0.100277,0.351941,0.123406,-0.617017,-0.002178,-0.344948,-0.34988,2.498284,-0.985832,-0.295297,0.090875,0.011319,-0.350071,-0.518984,0.035884,0.005764,-0.08925,noncar
-0.96,1.375,1.251847,-0.062286,1.643558,-0.023084,-0.042247,1.152388,-0.210479,-0.302348,0.504375,0.581766,-0.103743,1.511473,-1.309836,-0.269955,1.28196,-0.134158,0.215561,1.319873,1.001472,-0.474333,1.457639,-0.000291,-1.039196,0.704336,-0.944826,-0.163309,-1.322853,-0.661462,0.007712,0.777412,0.230867,0.553942,1.11631,-0.633219,car
-0.018,-0.204,-0.009454,-0.054932,-0.363044,-0.172421,0.628582,-0.134471,-0.536497,-0.714568,-0.378581,-0.902742,-0.094837,-0.294298,-0.01375,0.925792,-0.216043,0.048915,-0.090315,-0.102892,-0.154877,-0.265053,-0.360191,0.300811,-0.397599,0.10681,-0.462384,-0.420455,0.318917,-0.151545,0.176645,-0.368697,0.053326,0.288912,-0.054319,-0.454113,car
-0.921,0.403,-0.049396,-0.422635,0.793041,0.66696,0.434115,1.054199,0.616928,-0.691788,0.014581,0.071127,0.083595,0.523253,-0.717875,-0.213384,0.525076,-0.093849,0.236706,-0.227406,0.901408,-0.034037,0.544612,-0.013886,0.251521,0.033498,-0.094588,1.025023,1.786391,-0.009324,0.254194,-0.161374,0.193132,0.499945,0.197487,0.057809,car
-0.055,1.861,0.568187,-0.505312,1.273406,0.28482,-0.824016,0.485609,-0.578974,-0.070524,0.505563,-0.94227,0.027625,1.109891,-1.095064,-0.003161,0.957542,0.009005,-0.632897,0.556333,0.695781,0.963204,1.119615,0.048073,0.06393,0.383698,-0.93289,0.24968,1.218581,-0.133976,0.051655,0.902371,0.554023,-0.267738,0.804293,0.014573,car
0.762,0.16,0.375135,0.493697,-0.659133,-0.732976,-0.428615,0.791771,1.000519,-0.039979,-0.412556,-0.113034,0.163374,-0.052291,-0.31685,0.133762,-0.176016,-0.702977,-0.046796,0.342786,-0.121551,-0.259955,-0.004846,0.271792,-0.12457,0.361721,-0.457982,-0.0571,0.555206,0.339467,-0.025366,0.770507,1.7833,0.058499,1.453779,0.00282,noncar
-0.102,-0.932,-0.331104,-0.156262,-1.388127,0.078964,0.050712,-1.484535,-0.997973,0.890298,-0.186175,-0.644376,0.692645,-0.532967,0.709393,0.679623,-0.621689,-0.159899,0.165377,-0.292814,-0.670174,-0.260535,-0.701738,-0.699047,-0.287218,-0.049005,1.622364,-0.041854,0.25647,-0.661285,0.017734,-0.514374,-1.544158,0.251605,-1.885623,-0.481706,noncar
-0.514,-0.69,0.5053,0.550633,0.559049,-0.022521,-0.001498,0.297495,-0.213058,-0.210414,-0.185012,0.371777,0.034872,0.145204,-0.462406,0.714018,0.092391,0.211981,-0.086773,0.281665,0.387472,-0.831375,0.137379,-0.01788,0.294538,0.728772,-0.611691,0.882669,1.391831,-0.011478,-0.159022,0.43749,0.516499,0.194638,0.353992,0.153516,car
-0.44,1.618,1.593675,0.07917,1.257015,-0.325568,0.040274,-0.045215,-1.671299,0.074776,-0.393656,-0.026643,-0.553229,2.468352,-1.784635,0.014116,2.852327,0.054229,-0.055354,1.626489,2.513861,-0.367868,2.543998,-0.912367,-0.193856,1.950583,1.350765,-0.358125,-0.289045,0.015956,-0.5387,1.909503,-1.576394,-0.932931,-1.263258,-0.003854,noncar
0.101,1.253,0.641264,0.029893,1.457864,0.036711,0.228243,1.149809,-0.032911,0.076095,0.47239,0.02821,0.054086,1.106786,-1.064944,-0.342977,1.286488,-0.499767,-0.005154,0.615539,0.913794,0.113012,1.195754,-0.117421,-0.023197,-0.189398,-1.086005,-0.075998,-1.249173,-0.010444,-0.047623,0.680018,0.671592,-0.013969,1.544478,-0.853908,car
-0.14,-0.568,-0.641741,-0.009493,-1.147042,0.037185,-0.234198,-1.10701,-0.268357,-0.009639,-0.603547,0.260806,0.66364,-1.443607,1.876077,0.344641,-1.366867,-0.600379,-0.046705,-0.7765,-1.288842,0.014891,-1.135411,0.911695,-0.032154,-0.764555,0.398207,0.727726,1.046097,0.768479,-0.026528,-0.991638,-0.529399,-0.19251,-1.052013,-0.176493,noncar
0.2,-0.447,-0.967347,-0.336986,-1.559751,-0.097992,0.221724,-1.632217,-1.706783,-0.255229,-0.354012,0.463093,0.428212,-1.007952,1.341977,0.750536,-0.991622,-0.352683,0.025682,-0.688669,-1.123484,-0.278692,-0.94042,0.643948,0.041454,-0.740599,1.615125,0.679126,1.120409,0.459856,-0.302954,-0.616323,-1.007352,0.011767,-1.813323,0.004209,noncar
0.128,0.525,-0.119428,0.188911,0.452881,0.421837,0.060352,0.151823,0.700363,0.355802,0.351733,0.653451,-0.04665,-0.362385,0.252567,0.1294,-0.290567,-0.295075,-0.454945,0.030967,-0.429894,-0.320342,-0.386656,-0.020529,-0.965005,-0.708831,-0.941612,-0.486475,1.52293,0.730461,0.275934,-0.408345,0.908532,-0.118733,0.927092,-0.14554,noncar
0.002,1.011,1.75932,0.023764,1.237643,-0.134751,-0.174949,1.384161,0.739858,0.496994,0.678633,-0.457485,-0.110747,1.635803,-1.353297,-0.005548,1.682724,0.071325,-0.050134,2.055652,1.175984,-0.175766,1.610706,0.551612,-0.379894,1.197481,-0.163662,-0.106849,-0.847157,-0.003186,-0.855737,0.979924,-0.324847,-0.028497,0.372212,-0.521461,car
-0.669,-0.932,-0.819703,-0.161088,-0.940338,-0.664909,-0.849049,-0.893004,-0.390044,-0.124926,-0.288024,0.124804,0.082453,-1.375699,1.663573,1.031828,-1.36639,0.080217,-0.10766,-0.645285,-1.338686,0.91552,-1.222565,0.008102,-0.336286,-0.920884,-1.340001,0.051456,0.097122,-0.283961,0.076247,-0.183483,2.078993,-0.910142,1.618888,-0.043942,noncar
0.059,0.889,0.66328,0.091482,1.299632,0.082402,-0.950751,1.234696,0.680242,0.178001,0.337227,-0.029261,-0.080691,0.95967,-1.058398,0.091503,0.970387,0.802798,-0.246427,0.541025,0.904151,0.453304,0.872256,-0.053092,-0.033111,-0.050856,-0.507883,-0.123728,-0.460386,0.105504,0.28343,-0.241677,0.005862,-0.131387,0.052374,0.015058,car
-0.018,1.861,1.555536,-0.036653,0.843054,0.07558,0.049416,0.642918,-0.624267,-0.642899,-0.531326,-0.088906,-0.147104,2.174924,-1.609505,0.19891,2.096391,-0.009609,-0.117391,1.502859,2.453274,0.739797,2.407158,-0.677242,-0.37229,2.10394,1.611472,0.203259,0.341925,0.829698,-0.274231,-0.324278,-0.792229,0.127167,-1.564194,-0.039172,noncar
0.948,-0.204,-0.103979,-0.593149,-0.414093,-0.325968,-0.75317,0.514635,1.606803,0.135671,-0.353678,-0.072594,-0.672197,-0.38295,0.008396,-0.752153,-0.627046,0.058321,-0.310927,-0.301259,-0.295742,-0.091126,-0.313038,-0.095016,0.096367,0.235037,-0.305009,0.008362,0.175183,-0.09124,0.848265,-0.727876,0.843079,-0.102524,0.656498,0.245813,noncar
0.079,-0.69,-1.690442,-0.539179,-1.507809,0.03706,-0.041291,-0.871562,-0.343306,0.137493,-0.548394,-0.452012,0.317431,-1.25629,1.414636,-0.004175,-1.006931,-0.928039,0.966996,-1.207731,-1.348622,0.016765,-1.134476,-0.0455,0.161306,-1.961569,-1.26681,-0.000662,-0.470407,0.00678,-0.125207,-0.266492,1.611518,-0.165451,1.414939,0.092175,noncar
